6 677 1
x
y
z
velocity[0]
velocity[1]
velocity[2]
-4.42012	0.376353	10
-87.3109	-85.6187	10
-2.6609	0.324818	10
-0.271769	0.0494602	10
-0.14044	0.0262486	10
-0.151382	0.0500513	10
-9.0614917000991169e-01	-8.5793304510933069e+01	-2.1838603251602007e+00	-7.0418541270375307e-02	-2.2022230805438175e-02	-7.9670122401080415e-02
-2.3193302439701538e-01	-8.6381866513814245e+01	-2.3164245696596324e+00	-1.7472602138889019e-02	-8.2071476677437610e-02	-7.4332509595160273e-02
-9.9952484141035536e-01	-8.5959234483767148e+01	-2.2435104073932877e+00	3.5040802885236748e-02	-7.0091593097060048e-02	-3.8291095589205806e-02
-7.0933220774136652e-01	-8.5830826808153887e+01	-1.8545532963821427e+00	-4.1146811166502963e-02	-2.9490581575574550e-03	-7.4156247478916276e-02
-1.1987075756735830e+00	-8.5842238494882480e+01	-1.7107326482519958e+00	-2.4196551461790571e-02	-1.0890744110861824e-02	-7.4799068767243362e-02
-1.9250845586672076e+00	-8.6089180487390905e+01	-1.7452074636265373e+00	-1.0865202458656671e-01	-1.9649802777354657e-02	-7.6018270888817185e-02
-1.5646544353257994e+00	-8.6541141376248632e+01	-1.6882763667268286e+00	-8.3913547494435567e-02	-7.8486409731167647e-02	-6.1587414011380084e-02
-1.4309082809939835e+00	-8.5970773734518900e+01	-1.5254339951205651e+00	-6.1628737020555414e-02	-2.3017430278628355e-02	-5.9698702797409693e-02
-2.0989201343884432e+00	-8.6118894245905850e+01	-1.6757492504807614e+00	-1.1927385604589179e-01	-1.6425685269144639e-02	-7.8161899349105501e-02
-1.8092435229607515e-01	-8.6084581932920827e+01	-1.2887080784468170e+00	-1.8860869712077805e-02	-2.8779656022485917e-02	-8.0121179312417495e-03
1.3630710360317527e-01	-8.6159208900197555e+01	-2.0605061544811516e+00	4.9460156798325286e-02	-4.4089617789113189e-02	-7.9056739140606916e-02
-7.9279719146136829e-01	-8.5851172698363015e+01	-1.4980029056103805e+00	-4.1194548309457610e-02	-1.2437433244651038e-02	-4.5991921676251109e-02
-1.2484762720830338e+00	-8.5848192345404527e+01	-1.9090906800968719e+00	-2.7096407137284791e-02	-1.4333399522295273e-02	-8.7232796019246217e-02
-3.1940067814275747e-01	-8.5895065661162292e+01	-1.6911353903080515e+00	-1.7712857668487039e-02	-1.4468422660714806e-02	-5.2472842113338074e-02
-6.0531644915083516e-01	-8.6949442710045517e+01	-1.5288840672853201e+00	-2.8660325795711674e-02	-1.1325701406933857e-01	-1.8155651557113926e-02
-2.4861775893499982e+00	-8.6071572366513550e+01	-1.7723433263418193e+00	-1.4371137243502785e-01	-1.0857980558192336e-02	-9.1849200720575494e-02
-2.0251625944517802e+00	-8.6849696104036028e+01	-2.6608972368414952e+00	-1.0933816522456932e-01	-8.6114118358885161e-02	-1.5138242619051179e-01
-3.4860236184092614e+00	-8.6891751574816325e+01	-3.9318756254560348e-02	-7.2727740110474157e-02	-1.1118109233653760e-01	-3.7930374747448072e-02
-2.8859808305482844e+00	-8.6336533739544606e+01	-1.9032655331475326e-01	-1.0512133212031810e-01	-1.6158587100103684e-02	-4.1696537476685509e-02
-3.3391288044275202e+00	-8.6507809014821603e+01	-1.2557359953973721e-01	-1.0027587984267056e-01	-5.8584308081444235e-02	-8.9187927397939241e-03
-3.0159893161571936e+00	-8.6571343236895771e+01	-5.4775152917219350e-01	-1.8144112478180788e-01	-3.2539409344781327e-02	-2.9221810710651590e-02
-3.3205044833866340e+00	-8.6556595420764211e+01	-4.3050968861905980e-01	-1.3192170359011951e-01	-5.3064708583215499e-02	-2.5770268718579743e-02
-3.4015782015157030e+00	-8.6529253158675019e+01	-3.5183760918920126e-01	-1.2965795871425537e-01	-4.4239699828477974e-02	-2.0056176572068589e-02
-1.9165074126167385e+00	-8.6232764543711312e+01	-3.9667058455943005e-01	-9.0950676327974683e-02	-1.6964900854961201e-02	-1.3199316854148180e-02
-2.2552702120124368e+00	-8.6240757685922560e+01	-5.7010490675191416e-01	-9.8025086201807263e-02	-2.4835067808443589e-02	-2.2647083217176980e-02
-2.3174297073687038e+00	-8.6333441195344520e+01	-5.7845346953364740e-01	-1.1488532589913156e-01	-2.1737678178925600e-02	-4.3108372503780371e-02
-3.0992574760966165e+00	-8.6524809294542109e+01	-2.7031882172927352e-01	-1.0020410583295561e-01	-5.8156597064620119e-02	-1.3740095262246239e-02
-2.8234365726943880e+00	-8.6470852829448631e+01	8.6449688803034969e-02	-1.2747500237597822e-01	-3.9813364000215554e-02	2.1194050486434701e-02
-3.1548917493339186e+00	-8.6648325796508502e+01	-5.9857144914934338e-02	-1.6473536626216442e-01	-4.4188174063969840e-02	-1.3503058371360661e-02
-2.6063329544170197e+00	-8.6440356019319310e+01	-7.3861510464723154e-02	-1.0872186403072857e-01	-3.3741225613868886e-02	-1.9186993966144095e-02
-2.5571269841909006e+00	-8.6521903308161527e+01	-3.4845365207359180e-01	-1.3595802885925068e-01	-4.8515411045530879e-02	-2.5566101144686094e-02
-2.7906441195845892e+00	-8.6507539874275096e+01	-4.2226809175053082e-03	-1.5146408760447830e-01	-2.7693269494438694e-02	-2.9982700570078996e-03
-3.0138887595792210e+00	-8.6660565707093198e+01	-3.6834491573191692e-02	-1.6965776589854278e-01	-4.4218703963837272e-02	-1.0238233455000993e-02
-2.9038735844794794e+00	-8.6520922933278641e+01	-7.3945563152084143e-02	-1.3337932235408115e-01	-4.3213956097324237e-02	-7.9464019133128599e-03
-2.8740084695931172e+00	-8.6452653336222639e+01	-1.5201014670903451e-01	-1.3610934162458493e-01	-3.1198023686856795e-02	-1.5525094386288652e-02
-1.9837795330699615e+00	-8.6275694059848519e+01	-3.3050539831869746e-01	-9.1299173565633052e-02	-1.9842052051654839e-02	-1.2606808405549688e-02
-2.6384432932972914e+00	-8.6357025486844748e+01	-6.4035726149428840e-01	-1.5297499632421774e-01	-1.8676787038190232e-02	-3.8808881704403587e-02
-1.8474834185230751e+00	-8.6305719843974629e+01	-1.3975619796054931e-01	-8.2867848024095025e-02	-1.8168761117443234e-02	9.7556985153048905e-04
-2.0401075172203806e+00	-8.6375389073424330e+01	-2.8784223617479615e-01	-1.0088601765492344e-01	-2.8218326264143490e-02	-2.2459971213216509e-02
-2.1763785529631821e+00	-8.6383188549319186e+01	-4.0960596961773460e-01	-9.8335993308052469e-02	-1.7575156358131745e-02	-2.7898197575559475e-02
-3.2239482431231625e+00	-8.6534366643425841e+01	-1.1290873264418040e-01	-1.5294320072043219e-01	-3.9777902076933019e-02	-2.9352224573241947e-02
-3.2336187887189225e+00	-8.6720164575540991e+01	-4.6735415573147629e-02	-1.6016056605006609e-01	-6.1922596769059611e-02	-8.5755912909569066e-03
-1.5886932319310410e+00	-8.6248068221088900e+01	-1.8016066035588385e-01	-9.4158567140432331e-02	1.8799808598758080e-03	4.2127223613848963e-03
-2.0483600343076644e+00	-8.6295320338383405e+01	-4.6247616894867538e-01	-1.0759634490495026e-01	-1.8020013552906316e-02	-2.4964427917335923e-02
-2.1436293650763316e+00	-8.6280986885367497e+01	-5.4425509526934834e-01	-1.1909348585132061e-01	-9.2598707532955977e-03	-3.6499664804391256e-02
-3.2105892034303150e+00	-8.6592692408721874e+01	-2.2763805866828093e-01	-1.8679509836115815e-01	-6.1485112575045950e-02	-1.9876742865968994e-02
-1.9894922257903029e+00	-8.6355833656639618e+01	-7.2810458261257954e-02	-8.3383973408549916e-02	-1.1659669382510833e-02	-1.8638228174868984e-02
-2.3104852434188943e+00	-8.6426430515314991e+01	-1.4658860749294175e-01	-1.1781065856755671e-01	-2.5019897053468170e-02	-6.0573964478862694e-03
-5.7945849606130539e-01	-8.6051691208891242e+01	-5.7931777287268982e-01	-3.9041285800944306e-02	2.9530912056295760e-03	-2.7747050711139410e-02
-3.2911618876875437e-01	-8.5968527514439899e+01	-5.2907823354324846e-01	-1.0383873116936965e-02	8.8316322128209317e-03	-7.7805059336346766e-03
-1.2428373415195009e+00	-8.5972466207820702e+01	-5.4780042050557165e-01	-5.3670597495269000e-02	-2.0292110350760588e-03	-2.4309000204600199e-02
-1.5424427421843085e+00	-8.6042999756632668e+01	-3.7856100097284962e-01	-6.3737657406420414e-02	-8.4673436280696384e-03	-2.6747546319117146e-02
-8.2393695586371918e-01	-8.5992529367346421e+01	-3.9299742182849834e-01	-4.4626262820790519e-02	1.7161762486794161e-02	-1.4912359520278659e-02
1.3443491890602149e-01	-8.6071885523828456e+01	-4.5402976002315365e-01	1.2706781524028314e-02	3.1125239875639745e-03	-1.7996538900356015e-02
-6.5833894223542866e-01	-8.6020277338328796e+01	-3.5315613629349668e-01	-3.5078318286050153e-02	1.2855043138447734e-02	-6.5838170675899914e-03
-1.0525662555433828e+00	-8.5987269388970986e+01	-2.9121431411831095e-01	-4.7218892050324687e-02	-7.1800191350403150e-03	-5.8936317445940738e-03
